id_1,id_2,Weight
2635,25526,20
2635,3807,22
2635,36736,7
2635,5606,20
2635,13991,2
2635,12830,19
2635,11807,2
2635,9904,16
2635,29723,9
2635,6521,13
2635,21409,13
2635,9495,6
2635,2575,16
2635,19738,1
2635,32885,11
2635,18059,12
2635,19742,25
2635,9214,15
2635,30493,6
2635,19745,4
2635,36725,18
2635,4230,4
2635,12288,5
2635,27031,18
2635,11983,7
2635,24395,8
2635,28552,9
2635,27370,10
2635,20301,5
2635,24609,22
2635,29774,2
2635,15201,3
2635,16312,2
2635,33267,21
2635,27378,25
2635,34167,8
2635,9682,11
2635,5395,20
2635,4067,11
2635,22612,10
2635,9789,18
2635,14624,2
2635,22620,1
2635,33570,18
2635,7343,17
2635,32301,20
2635,23673,14
2635,20330,7
2635,20188,18
2635,9404,6
2635,6005,24
2635,37448,13
2635,12163,3
2635,7707,18
2635,14639,5
2635,8292,21
2635,13405,4
2635,6583,7
2635,25812,24
2635,7564,9
2635,32961,17
2635,30016,20
2635,15102,2
2635,31701,7
2635,23264,8
2635,36129,10
2635,28024,5
2635,36162,23
2635,19253,12
2635,20922,4
2635,19819,3
2635,25029,13
2635,20363,7
2635,6033,3
2635,26228,11
2635,8877,13
2635,7173,19
2635,22667,4
2635,25043,3
2635,36819,22
2635,22083,2
2635,34230,13
2635,4341,7
2635,28134,14
2635,11803,16
2635,13622,13
2635,6617,12
2635,7754,13
2635,5465,1
2635,28623,21
2635,23242,23
2635,28922,3
2635,14099,19
2635,7760,17
2635,21678,18
2635,35542,21
2635,27619,19
2635,18173,23
2635,9084,24
2635,26870,6
2635,14701,22
2635,31999,10
2635,11828,23
2635,12627,13
2635,18411,9
2635,14712,14
2635,30162,20
2635,4945,24
2635,16105,17
2635,4333,7
2635,21550,22
2635,12675,9
2635,13998,12
2635,29899,18
2635,24514,12
2635,23583,5
2635,10068,15
2635,16995,1
2635,25828,22
2635,16431,5
2635,23327,18
2635,26293,12
2635,10074,10
2635,29912,13
2635,34039,11
2635,27851,19
2635,28100,17
2635,6097,5
2635,10685,19
2635,17013,20
2635,17998,20
2635,10085,24
2635,18215,18
2635,21050,21
2635,19894,19
2635,8957,6
2635,30869,7
2635,15342,13
2635,14755,6
2635,24546,19
2635,36921,16
2635,3048,9
2635,31813,8
2635,5536,14
2635,34977,16
2635,36927,13
2635,19910,3
2635,23676,21
2635,23958,25
2635,13019,8
2635,27539,16
2635,9532,10
2635,13609,22
2635,31824,18
2635,34989,9
2635,35485,15
2635,3904,9
2635,19928,10
2635,32467,16
2635,21034,19
2635,30586,19
2635,37581,4
2635,26979,2
2635,36486,11
2635,31098,4
2635,24578,24
2635,12479,22
2635,36310,3
2635,6581,5
2635,34421,16
2635,25752,12
2635,29982,19
2635,30338,24
2635,11331,14
2635,3157,21
2635,36971,18
2635,33453,11
2635,23416,24
2635,18772,13
2635,15883,20
2635,18274,25
2635,13640,3
2635,3373,7
2635,17675,9
2635,4494,19
2635,3932,21
2635,6429,24
2635,34689,15
2635,5015,25
2635,14814,19
2635,28777,2
2635,23437,19
2635,5281,25
2635,10973,22
2635,23529,7
2635,11124,2
2635,6763,24
2635,29401,17
2635,4486,9
2635,33154,10
2635,7567,20
2635,37170,1
2635,8480,22
2635,3179,8
2635,31885,15
2635,8743,22
2635,35060,16
2635,17104,1
2635,7837,15
2635,7337,18
2635,3414,2
2635,184,9
2635,23800,3
2635,9605,16
2635,11967,13
2635,33803,7
2635,5634,8
2635,8625,21
2635,24185,1
2635,26189,17
2635,904,7
2635,34682,23
2635,23850,25
2635,6794,8
2635,24049,8
2635,5085,18
2635,4517,18
2635,22031,15
2635,24647,1
2635,35089,4
2635,17733,7
2635,9555,20
2635,10503,21
2635,6223,4
2635,5649,5
2635,14277,11
2635,3922,11
2635,34455,2
2635,35737,20
2635,33202,22
2635,21095,18
2635,17750,12
2635,24074,7
2635,35114,6
2635,14877,2
2635,9092,9
2635,21142,24
2635,24670,7
2635,12571,20
2635,32571,15
2635,8531,8
2635,29466,11
2635,33850,16
2635,23316,3
2635,30065,22
2635,24089,4
2635,22312,20
2635,714,6
2636,28118,25
2636,33626,24
2636,28822,7
2637,19157,14
2637,31890,23
2637,23050,3
2638,24326,20
2638,7177,1
2638,32561,3
2638,10965,16
2638,10175,13
2638,31890,21
2638,9051,15
2638,28140,2
2639,9036,6
2639,9051,7
2640,31059,4
2640,37042,14
2640,33856,6
2640,35896,13
2641,14750,22
2641,34114,9
2641,37471,3
2641,4934,25
2642,8942,3
2642,9340,9
2643,20149,24
2643,27450,25
2643,19693,13
2643,32276,4
2644,14954,15
2644,4561,8
2644,35773,10
2645,31890,5
2647,17792,24
2647,22722,6
2647,12966,16
2647,20869,20
2647,35907,21
2647,12978,8
2647,17176,24
2647,4976,6
2647,13647,3
2647,7195,8
2647,33291,8
2647,16105,9
27459,16805,24
27459,9721,25
27459,4333,21
27459,22358,16
27459,28642,5
27459,35645,20
27459,33291,2
27459,14352,4
27459,14300,18
2649,10195,15
2649,25125,4
2649,25716,5
2649,32132,23
2650,4795,17
27331,35008,21
2651,27506,10
2651,33671,18
2651,33453,7
2651,23551,12
2651,36098,7
2651,8851,10
2651,20342,6
2651,33091,12
2652,28713,18
2652,13638,12
2652,31890,4
2655,73,6
2655,18163,12
2655,31890,21
2656,29439,5
2656,10410,6
2656,18945,22
2656,14571,5
2656,20975,6
2657,23589,12
2657,10001,10
2657,21952,24
2657,29706,24
2658,10721,9
2658,30389,24
2658,18024,2
2658,17145,4
2658,6261,10
2658,27854,14
2658,29618,21
2658,4174,2
2660,7036,11
2660,37082,25
2660,15755,12
2660,12621,16
2660,21125,7
2660,29937,15
2660,20050,20
2660,33827,6
2660,21957,2
2660,14434,13
2660,28944,25
2660,13638,18
2660,24718,15
2660,5661,7
2660,31890,8
2660,13028,3
2660,30199,11
2660,5629,20
2660,19222,3
2660,5506,13
2660,33104,9
2660,30002,3
2660,18200,8
2660,19483,25
2660,16557,9
2660,33029,23
15799,25421,22
15799,34114,1
15799,17164,22
15799,24402,15
15799,20854,16
15799,33399,8
15799,28122,20
15799,22321,6
15799,28611,14
15799,19633,6
15799,4847,22
15799,33451,11
15799,13668,25
15799,9195,22
15799,29188,24
15799,15074,4
15799,17024,9
15799,19222,6
15799,30494,24
15799,29006,11
15799,33104,6
15799,7442,23
15799,15774,21
15799,12186,13
15799,23555,3
15799,3915,11
15799,35570,18
15799,29051,17
15799,9553,23
15799,37535,19
15799,36790,7
15799,3922,13
15799,24981,5
15799,28303,14
15799,33128,9
15799,9331,6
15799,25175,15
15799,23571,9
15799,19253,8
15799,35828,9
15799,12356,4
15799,16513,14
15799,21957,5
15799,11051,21
15799,10685,8
15799,28113,16
15799,14670,22
15799,34026,4
15799,5048,23
15799,29395,15
15799,10973,6
15799,8328,7
15799,34652,2
15799,23589,18
15799,17395,6
15799,7038,11
15799,9169,18
15799,3822,3
15799,27449,24
15799,34385,7
15799,27302,5
15799,14242,19
15799,26409,6
15799,10592,20
15799,16686,12
15799,3145,12
15799,19984,1
15799,28343,17
15799,5076,14
15799,4366,21
15799,9051,12
15799,24931,17
15799,12120,19
15799,17576,14
15799,35818,10
15799,15156,11
15799,20972,18
15799,32866,14
15799,13558,4
15799,73,23
15799,30505,14
15799,15445,21
15799,20266,2
15799,5800,2
15799,25249,7
15799,37690,1
15799,27193,15
15799,7507,2
15799,32415,16
15799,26666,17
15799,6952,21
15799,23040,22
15799,14003,12
15799,24503,18
15799,22832,16
15799,29912,24
15799,19240,24
15799,10830,8
15799,29306,19
15799,36894,9
15799,7938,22
15799,33216,21
15799,23204,8
15799,22353,18
15799,3712,11
15799,22731,19
15799,26163,17
15799,23664,21
15799,27843,21
15799,13294,1
15799,29763,22
15799,21006,23
15799,37078,9
15799,18707,10
2663,29552,25
2663,5830,22
2663,36532,19
2663,21952,21
2663,26770,24
2663,34123,9
2663,2684,16
2663,36300,12
2663,3081,13
2663,17212,8
2663,31665,24
2663,4459,3
2663,30030,25
2663,31890,6
2663,32413,22
2663,12364,17
2663,25175,2
2663,7103,24
2663,9906,18
2663,26591,14
2663,7636,1
2663,3250,5
2663,8885,18
2663,15961,8
2663,17944,17
2663,36838,4
2663,13447,5
2663,4103,25
2663,21954,22
2663,30286,10
2663,19447,6
2663,29203,13
2663,30459,10
2663,24128,18
2663,15750,9
2663,5002,16
2663,31449,19
2664,10737,2
2664,19222,22
2664,24197,2
2665,9824,15
2665,5365,16
2665,22329,18
2665,23526,12
2666,17352,17
2666,36491,1
2667,6539,10
24936,32736,21
24936,16641,1
24936,7104,10
24936,11573,17
24936,6981,20
24936,25630,22
24936,27227,7
24936,36628,10
2669,20761,17
2669,11591,12
2669,10401,25
2669,33197,3
2669,27933,8
2669,25621,16
2669,31890,5
2669,24939,5
2669,11117,12
2669,13638,3
2669,32987,4
2669,21001,12
2669,6028,1
2669,20698,14
2669,11971,12
2669,9814,9
2669,4333,12
2669,17123,16
2669,8361,21
2669,20335,5
2669,2431,3
2669,20088,6
2669,78,12
2671,22606,9
2671,9705,17
2671,24248,9
2671,35828,20
2671,35773,22
2671,6229,13
2671,7081,19
2671,35171,10
2671,9051,19
2671,13656,18
2672,25423,6
2672,25424,12
2672,15757,18
2672,10403,15
2672,19764,6
2672,22459,20
2672,34326,17
2672,23676,18
2672,8635,12
2672,12593,22
2672,13638,17
2672,19080,18
2672,6854,2
2672,19222,1
2672,35773,14
2672,11746,7
2672,2439,19
2672,28143,16
2672,7562,21
2672,36953,10
2672,23838,6
2672,3789,8
2672,29982,15
2672,31659,4
2672,7998,4
2672,37535,22
2672,3922,9
2672,30303,14
2672,4878,2
2672,25167,20
2672,30529,21
2672,10568,8
2672,21798,20
2672,13526,10
2672,7027,11
2672,20363,6
2672,8172,7
2672,9301,20
2672,18287,25
2672,14881,23
2672,17540,3
2672,16431,3
2672,18151,12
2672,4084,14
2672,33988,6
2672,11497,11
2672,35523,2
2672,3169,8
2672,23297,18
2672,14242,6
2672,18876,14
2672,4494,20
2672,3712,17
2672,31890,18
2672,13544,1
2672,25342,11
2672,5927,20
2672,6301,10
2672,32821,21
2672,35728,2
2672,73,25
2672,16689,20
2672,30219,8
2672,30809,14
2672,8275,23
2672,27497,4
2672,25249,2
2672,34299,6
2672,27363,14
2672,26292,10
2672,5300,1
2672,13857,4
2672,6981,12
2672,21142,18
2672,12288,16
2672,4210,10
2672,33217,15
2672,12003,16
2672,28217,12
2672,28703,23
2672,25850,9
2672,26003,21
2673,3887,21
2674,3241,2
2674,33291,22
2675,10130,14
2675,35624,3
2675,36652,20
2675,36610,12
2675,34599,13
2675,8692,24
2675,32733,21
2675,690,20
2675,26515,13
2675,28657,6
2675,27067,1
2675,22063,14
2676,23063,21
2676,13028,23
2676,25575,13
2676,21090,21
2676,19165,25
2676,28272,24
2676,35977,13
2676,36035,14
2676,21943,15
2676,35558,21
2676,12075,3
2676,14670,2
2676,31890,7
2677,3625,11
2677,27745,8
2677,36208,4
2677,34747,18
2677,18163,10
2677,10786,3
2677,33863,13
2679,25477,14
2679,8360,3
2680,27022,19
2680,13365,4
2680,14735,23
2681,31104,13
2681,13263,21
2681,24142,5
24938,16716,20
24938,9046,5
24938,22452,14
24938,36788,25
24938,25434,7
24938,3153,23
24938,31890,9
24938,7740,1
24938,12920,2
24938,24609,25
20113,12426,24
20113,26696,18
20113,9780,10
20113,4847,21
20113,13774,2
2684,29552,16
2684,7684,12
2684,10593,18
2684,36652,22
2684,35051,23
2684,33671,6
2684,11555,1
2684,28421,2
2684,25166,22
2684,33139,24
2684,5002,6
2684,15961,15
2684,17723,21
2684,10117,17
2684,6569,20
2684,35801,25
2684,24574,13
2684,29203,20
2684,36300,10
2684,13447,2
2684,5485,19
2684,22782,16
2685,5188,23
2685,24034,5
2685,14774,25
2686,36501,5
2686,10370,11
2686,9298,5
2686,22353,3
2686,12035,12
2687,29706,18
2687,32070,9
2687,36340,17
2688,20353,15
9293,15791,21
9293,8965,18
9293,7992,5
9293,14036,12
9293,16526,19
9293,32539,18
9293,13663,3
9293,22539,3
9293,10595,19
9293,22321,23
9293,17227,1
9293,12233,7
9293,29824,1
9293,20861,4
9293,35580,18
9293,13638,1
9293,7654,5
9293,34185,14
9293,18663,24
9293,8119,1
9293,17908,20
9293,31890,15
9293,31503,19
9293,37486,25
9293,19326,17
9293,31149,2
9293,18212,8
9293,22303,6
9293,33420,14
9293,28454,23
9293,24481,7
9293,22196,7
9293,28691,9
9293,34350,20
9293,14648,13
9293,22899,16
9293,28006,16
2690,29278,18
2690,4122,12
2690,21375,21
2690,3447,22
2690,36573,1
2690,32197,16
2690,28235,21
2690,11554,2
2690,33629,18
2690,19356,10
2690,18814,21
2690,6954,11
2690,3897,13
2690,22881,21
2690,33264,4
2690,24010,13
2690,35311,13
2690,34785,15
2690,33920,15
2690,29158,25
2690,25931,19
2690,36628,12
2690,9132,18
2690,6177,21
2690,33303,4
2690,8139,3
2690,22717,13
2691,16390,19
34459,18163,18
34459,2805,3
34459,13589,10
31406,30002,11
31406,27580,15
2694,18391,22
2694,19,10
2694,18983,17
2694,28066,18
2694,28957,5
2694,35171,12
2694,1537,5
2694,33393,17
2694,6158,2
2694,33492,18
2694,33684,10
2695,30340,3
2695,33671,22
2695,21828,16
2695,8534,1
2695,4993,3
2695,33630,5
2695,7027,23
2695,15466,3
2695,15409,16
2695,36628,5
2696,34913,11
2696,18415,4
2696,22027,2
2696,5629,1
2696,21006,24
2696,31547,25
2696,14023,12
2696,31890,19
2696,35085,2
2696,36823,23
34526,23589,20
2698,36652,13
2699,34127,5
2699,12592,22
2699,23471,4
2699,36652,7
2700,6631,5
2700,31630,4
2700,11573,16
2700,6536,18
2700,33410,15
2700,17571,13
2700,21285,14
2701,17025,17
2701,15125,3
2701,35989,13
2701,3053,25
2701,25501,6
2701,5994,11
2701,28335,16
2701,7363,15
2701,29077,21
2701,36425,18
2701,8603,25
2701,3251,18
2701,35786,20
2701,6777,13
2701,9052,22
2701,2767,19
2701,30993,16
2701,13475,15
2701,12142,16
2701,18246,8
2701,22405,4
2701,19340,23
2701,27074,11
2701,10975,12
2701,10794,4
2701,36515,9
2701,13327,22
2701,10080,19
2701,7422,16
2701,14085,21
2701,6371,7
2701,29282,10
2701,2178,21
2701,28923,24
2701,36382,9
2701,7712,16
2701,19798,10
2701,5567,9
2701,10892,13
2701,30364,24
2701,25093,10
2701,6612,1
2701,10743,4
2701,35817,24
2701,28089,25
2701,5694,18
2701,17742,6
2701,28018,20
2701,35177,11
2701,21620,12
2701,23885,24
2701,13218,6
2701,28164,8
2701,10001,25
2701,10603,25
2701,13934,1
2701,35815,11
2701,11776,25
2701,9357,13
2701,13519,1
2701,15117,3
2701,12570,13
2701,37471,1
2701,28044,21
2701,8493,16
2701,7808,10
2701,27278,3
2701,9096,2
2701,5746,18
2701,4557,11
2701,25876,12
2701,25727,25
2702,23740,12
2702,23589,4
2702,37090,1
2702,17076,6
2702,9434,18
2702,14537,19
2702,18719,4
2702,27450,24
2702,3045,23
2702,33867,22
2702,10002,21
2702,3700,7
2702,31111,11
2702,31890,21
2702,29023,7
2702,22329,9
2702,24662,21
2702,31039,10
2702,35773,19
2702,33952,24
2702,4101,20
2702,32942,9
2702,14484,12
2702,7284,11
2702,23424,7
2702,15151,3
2702,15236,12
2702,34397,13
2702,8144,5
2702,12336,10
2702,24718,19
2702,28224,4
2702,10510,24
2702,30682,16
2702,21754,7
2702,22425,13
2702,4530,14
2702,37056,6
2702,16016,5
2702,31700,8
2702,35403,9
2702,35741,25
2702,31917,17
2702,5506,25
2702,22881,21
2702,10827,21
2702,19957,8
2702,36250,10
2702,8318,19
2702,6101,3
2702,16661,11
2702,13629,14
2702,32332,23
2702,33678,5
2702,2431,9
2702,25477,20
2703,5187,1
2703,22226,19
2704,26401,19
2704,28858,3
2704,29009,22
2704,6686,23
2704,6301,14
2704,3922,9
2704,27907,14
2704,9415,22
2704,16390,16
2704,11573,5
2704,36326,13
2704,2252,15
2704,27872,14
2704,28238,13
2704,23004,25
2704,7555,18
2704,13650,5
2704,5210,5
2704,36337,25
2704,17103,7
2704,14843,8
2704,14191,23
2704,19027,12
2704,26979,9
2704,35008,10
2704,27751,17
2705,30785,21
2705,28098,11
2705,19727,1
2705,36473,10
2705,35668,5
2706,27370,13
2706,24830,14
2706,35773,18
2706,7567,20
2706,25958,12
2706,31660,12
2706,26327,13
2706,34326,25
2706,28355,1
2706,32371,22
2706,23334,14
2706,17563,12
2706,16897,25
2706,32686,7
2706,15770,1
2706,1195,9
2706,5629,18
2706,13247,18
2706,26580,6
2706,28996,24
2706,8354,21
2706,27029,7
2706,7491,6
2706,23838,18
2706,18945,10
2706,29640,13
2706,30373,18
2706,21754,23
2706,32411,21
2706,21553,10
2706,30914,12
2706,20707,16
2706,25324,14
2706,18928,19
2706,3084,10
2706,31502,13
2706,10601,7
2706,14286,5
2706,2328,23
2706,25482,6
2706,22062,22
2706,6528,2
2706,5366,24
2706,33054,21
2706,28839,13
2706,29892,17
2706,11051,7
2706,29078,15
2706,10540,24
2706,28217,16
2706,29462,7
2706,31795,21
2706,4128,14
2707,31890,14
2707,3922,18
29416,10830,4
2708,35008,8
2708,8549,9
2708,36914,15
2709,33303,3
30161,28335,17
30161,30358,15
30161,13788,6
30161,31890,19
30161,36767,8
30161,10595,10
30161,19426,15
2710,10127,25
2710,10632,13
2710,9010,4
2711,25839,15
2711,20528,2
2711,56,19
2711,18949,21
2711,37682,21
2712,27661,3
2712,32327,6
2712,27606,2
2712,5796,10
2712,5048,18
2712,8357,25
2712,31890,21
2712,25239,2
2712,4982,13
2712,12093,8
2714,22504,19
2714,2104,5
2714,30340,19
2714,9107,6
2714,9913,11
2714,33366,25
2714,22834,18
2714,31890,10
2714,8942,8
2714,33955,5
2714,33166,15
2714,13823,19
2714,14003,9
2714,6528,20
2714,30199,13
2714,7891,23
2714,10080,13
2714,36652,17
2714,8170,12
2714,9051,15
2714,3236,25
2714,14666,6
2714,10487,9
2714,8576,1
2714,17183,5
2714,4047,22
2714,27481,4
2714,36654,7
2714,29912,22
2714,35008,20
2714,16413,25
2715,6228,25
2715,6920,7
2715,6137,2
2715,19905,11
2716,20088,2
2716,31695,2
2717,28419,12
2717,32102,3
2717,5706,15
2717,24545,4
2717,34399,25
2718,18945,7
2718,6696,21
2718,35773,2
2718,31890,4
2718,16035,14
2718,36652,5
2719,22141,11
2719,5895,6
2719,9051,20
2719,10830,24
2720,35090,19
2720,20770,20
2720,4250,5
2720,34016,9
2720,34980,13
2720,36801,3
2720,25257,7
2720,27723,7
2720,4540,23
2720,20018,4
2720,32172,21
2720,4005,13
2720,28581,7
2720,12396,6
2720,14960,25
2720,14526,2
2720,31176,23
2720,11352,2
2720,15154,11
2720,35877,10
2720,33527,14
2720,8672,11
2720,33713,7
2721,13698,8
6521,30805,11
6521,31018,25
6521,29327,10
6521,29428,21
6521,32987,14
2724,6790,16
2724,18981,21
2724,10926,2
2724,36652,2
2724,21968,24
2724,14023,21
2724,17600,12
18817,19909,3
18817,3860,5
18817,33923,17
18817,17441,18
18817,30446,16
2726,14683,23
2726,5629,6
2727,18229,12
2727,18038,13
453,16119,11
453,36790,9
2729,8581,6
2729,36508,16
2729,9065,2
2729,8357,9
2729,27450,19
2729,19905,23
2729,4876,12
2729,16751,25
2729,17099,3
2729,21988,23
2729,10372,6
2729,18780,12
2729,26666,23
2729,19983,13
2729,36433,12
2729,9144,6
2729,7482,24
2729,24153,2
2729,14954,10
2729,3680,22
2729,4293,21
2729,14670,20
2729,13521,25
2729,19168,23
2729,14830,21
2729,18261,2
2729,35656,20
2729,29465,16
31412,24419,12
31412,73,13
31412,28989,12
31412,26958,18
31412,30809,5
31412,13581,11
31412,11051,11
31412,3712,14
31412,5061,10
31412,10001,19
31412,15321,18
31412,6866,18
31412,33793,18
31412,15191,15
31412,17558,18
31412,7027,24
31412,25102,25
31412,12600,7
31412,25608,24
31412,9532,13
2732,21129,23
2732,36453,23
2732,15145,7
2732,23708,6
2734,23808,12
2734,28944,15
2735,30235,25
2735,29468,18
2735,4065,13
2735,37044,17
2736,29439,14
2736,9633,22
2736,5629,22
2736,7237,10
2736,30235,1
2736,19384,18
2736,9251,10
2736,12150,16
2737,34138,7
2737,35044,19
2737,35144,18
2737,36652,7
2737,19222,8
2737,19069,1
2737,16680,10
2737,7956,16
2737,16067,11
2737,11279,24
2737,23973,22
2737,13114,6
2737,34536,18
2737,5348,21
2737,7562,10
16206,7291,8
16206,32057,10
16206,16463,19
16206,30733,11
2739,31890,24
2740,31890,18
2741,25421,10
2741,25370,7
2741,35051,23
2741,32288,14
2741,28283,1
2741,23204,25
2741,20911,8
2741,17252,3
2741,30030,25
2741,10001,24
2741,27426,8
2741,17719,19
2741,12955,9
2741,31626,23
2741,5002,13
2741,15961,15
2741,9611,10
2741,18163,8
2741,30375,10
2741,34838,3
2742,35773,14
2742,32753,6
2742,30873,6
2742,6843,11
2742,23164,13
2742,25285,12
2742,15191,18
2742,35241,7
2742,33029,3
2742,29188,20
2742,6134,5
2742,7976,21
2742,19222,17
2742,6739,24
2742,8570,22
2742,10877,12
2742,25770,2
2742,20331,24
2742,19375,14
2742,35008,21
2742,13770,15
2742,10282,2
2742,7006,5
2742,18976,10
2742,2939,5
2742,36578,13
2742,9008,3
2742,2328,7
2742,25813,23
2742,30313,8
2742,27250,14
2742,7027,21
2742,30877,5
2742,21363,16
2742,4128,19
2742,10111,16
2742,18869,20
2742,30784,5
2742,4212,6
2742,25061,12
2742,27850,6
2742,31890,18
2742,36628,21
2742,35661,15
2742,13638,10
2742,13112,13
2742,6645,8
2742,35765,1
2742,26432,24
2742,27182,18
2742,29892,17
2742,18037,25
2742,8787,19
2742,14198,25
2742,31917,11
2742,30809,10
2742,32714,6
2742,9212,8
2742,8945,15
2742,24661,14
2742,11991,22
2742,13708,16
2742,21026,23
2742,15750,8
2742,34997,1
2742,10830,13
2742,9952,15
2742,10081,25
2742,11948,12
2742,33202,18
2742,3712,4
2742,32624,24
2742,7947,11
2742,29764,11
2742,18433,8
2742,32106,5
2742,12156,15
2743,36027,7
2743,28663,19
2743,21593,5
2743,2300,15
2743,8061,17
29607,22997,18
29607,36586,12
29607,21318,25
29607,36652,20
2744,23337,1
2745,2431,11
2747,15054,11
2747,37289,7
2747,28944,19
2747,14954,25
2747,31890,18
2747,6424,2
2747,17099,6
2748,37289,2
2748,29807,5
2749,13638,1
2749,36559,18
2750,10785,14
2750,32360,23
2750,36652,7
2750,26666,16
2750,3922,7
2750,3556,15
2750,9761,16
2750,21766,16
2750,14586,1
2750,13857,9
2750,36637,6
2750,19253,11
2750,20886,25
2750,10080,7
2750,34027,25
2750,35923,12
2750,10764,20
2750,12461,17
2750,18163,14
2750,25314,21
2750,6118,16
2751,16631,21
2751,27745,16
2751,25576,18
2751,6261,4
2751,33705,1
2751,4599,12
2751,2723,20
2751,31577,12
2751,17395,19
2751,3922,11
2751,35522,23
2751,36468,23
2751,27497,9
2751,25249,13
2751,37139,18
2751,11439,17
2751,19644,15
2751,33863,22
2751,31695,2
2751,19925,16
2751,6301,4
2751,13647,15
2751,24896,19
2751,12265,3
2752,33954,13
2753,36578,3
2753,19137,23
2753,35828,23
2753,13638,14
2753,22353,3
2753,22665,1
2754,10080,6
2754,27450,2
2754,13758,25
2755,17745,24
2755,29200,7
2755,32277,18
2755,36468,21
2755,11206,13
2755,15074,10
2755,32451,24
2755,23228,21
2755,34818,6
2755,28645,3
2755,24169,15
2755,29023,11
2755,34502,21
2755,14326,23
2755,11442,25
2755,37346,1
2755,7047,20
2755,16905,17
2755,11013,20
2755,13481,12
2755,11242,9
2755,28522,22
2755,4307,15
2755,17197,2
2755,25504,25
2755,8142,18
2755,16631,8
2755,24197,5
2755,28595,25
2755,21047,6
2755,24718,16
2755,26662,23
2755,17128,22
2755,12846,17
2755,35995,19
2755,12060,5
2755,37289,24
2755,13451,2
2755,33128,9
2755,32288,22
2755,15384,11
2755,12096,25
2755,14360,16
2755,16649,22
2755,34165,4
2755,14954,17
2755,21501,16
2755,32979,6
2755,3103,11
2755,26684,20
2755,6797,23
2755,36916,11
2755,17395,17
2755,9015,19
2755,8183,25
2755,11946,15
2755,23296,15
2755,27450,21
2755,17099,17
2755,35698,23
2755,26913,22
2755,35061,19
2755,20528,1
2755,34088,13
2755,28887,16
2755,2878,11
2755,16848,5
2755,9614,18
2755,9603,10
2755,5629,18
2755,19018,1
2755,10646,20
2755,29879,3
2755,24283,14
2755,18298,19
2755,20408,11
2755,10905,22
2755,6608,23
2755,35090,20
2755,17560,15
2755,15826,4
2755,34603,18
2755,8357,11
2755,25825,4
2755,29115,7
2755,3443,11
2755,14583,2
2755,21810,4
2755,33671,24
2755,13708,14
2755,8520,21
2755,20047,14
2755,9087,7
2755,18489,3
2755,30697,11
2755,33380,14
2755,33537,14
2755,23204,15
2755,17723,16
2755,23664,13
2755,9936,21
2755,4134,9
2755,26618,23
2755,25854,13
2756,31364,24
2756,14390,10
2756,20582,3
2756,31102,16
2756,18945,10
2756,26647,12
2756,22353,19
2756,12543,1
2756,9957,8
2756,31701,9
2756,31890,15
2756,12967,20
2757,6229,19
2757,20854,17
2757,18945,12
2757,9447,20
2757,35773,13
2758,18960,10
2758,16844,4
2758,13638,13
2758,5629,11
2759,29763,23
2759,13009,11
2759,35773,21
37345,30241,14
37345,14905,14
37345,34546,24
37345,35773,9
37345,19222,3
37345,26939,13
37345,30278,1
37345,29037,18
37345,18564,17
37345,15487,7
37345,26457,1
37345,33617,23
37345,22520,23
37345,34262,19
37345,13638,25
2760,23589,14
2760,36486,3
2760,31636,14
2760,31725,12
2760,10067,24
2761,9824,15
2761,9039,5
2761,31890,3
2762,22642,23
2762,28005,4
2763,36148,18
2763,13598,20
2763,14637,3
2763,27379,6
2763,4107,14
2764,17470,2
2764,15750,7
2764,34065,11
2764,18416,3
2765,22353,10
2766,35435,7
2767,35773,14
2767,7211,6
2767,29973,18
2767,35552,10
2767,18833,25
2767,21485,22
2767,32451,14
2767,31890,21
2767,13204,16
2767,34606,10
2767,35589,22
2767,22734,9
2767,36837,14
2767,19061,5
2767,10080,1
2767,36652,5
2767,19491,21
2767,18163,24
2767,35008,6
2767,33078,13
2768,14954,21
2768,3153,15
2768,7140,5
2769,24574,10
2770,6222,15
2770,13980,21
2770,5748,18
2771,2837,12
2771,31890,6
2772,34109,5
2772,19118,12
2772,15261,16
2772,13654,4
2774,3990,23
2774,36289,8
2774,12731,23
2774,35332,17
2774,6301,1
2774,26441,21
2774,31890,10
2774,10595,17
2774,8965,16
2774,15460,15
2774,18810,19
2774,1084,17
2774,28490,18
2774,14648,20
2774,7654,1
2774,30994,21
2774,10528,13
2774,4310,8
2774,6957,21
2774,11165,1
2774,35876,22
2774,7668,21
2774,3351,20
2774,34646,12
2774,15405,9
2774,31497,11
2774,4173,14
2774,21194,5
2775,10080,24
2775,11852,1
2775,21030,11
2776,22443,13
2776,19754,1
2776,23665,13
2776,19768,16
2776,15414,23
2776,31890,4
2776,27468,2
2776,34183,25
2777,25805,19
2778,31725,22
2778,30389,13
2778,24020,18
2778,14023,1
2778,33001,11
2778,18084,4
2778,16390,19
2778,5621,19
2778,34979,18
2778,14393,3
2778,9089,15
2778,15456,13
2778,10867,7
2778,20236,23
2778,5475,1
2778,18212,3
2778,4212,19
2778,33804,20
2778,26116,17
2778,24572,11
2778,18106,14
2778,14334,24
2778,19962,23
2778,3977,13
2778,10001,20
2778,24207,22
2778,26504,24
2778,27037,17
2778,25630,4
2778,19619,3
2778,23250,25
2778,37124,24
2778,24294,2
2778,27497,10
2778,34046,25
2778,30670,3
2778,27419,16
2778,35822,21
2778,6274,5
2778,14925,4
2778,28238,8
